GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE,TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION (Azimuth) (Â°),ORIENTATION (Pitch) (Â°),ORIENTATION (Roll ) (Â°),latitude,longitude,timestamp,speed_mps,gyro_z,accel_forward,accel_lateral,x_m,y_m,heading_deg,dt_s,dr_speed_mps,dr_heading_deg,dr_x_m,dr_y_m,position_error_m
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,5720,2019-11-06 10:41:53:063,-0.0283,-0.1815,9.8144,-0.0004,0.0011,9.8066,-0.0034,-0.0346,0.0079,-22.19,-32.94,39.94,345.49,-88.71,-164.39,52.56183,-1.455243,5.72,0.0,0.0079,-0.0283,-0.1815,0.0,0.0,11.762454931471373,0.10099999999999998,0.13453938120743927,13.116625566327794,0.7781574140988492,0.183317300194148,0.7994586879054346
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,5820,2019-11-06 10:41:53:163,0.036,-0.0747,9.8657,-0.0037,-0.0006,9.8066,-0.0037,0.0036,-0.0061,-16.19,-31.12,37.75,350.12,-88.72,-164.36,52.56183,-1.455243,5.82,0.0,-0.0061,0.036,-0.0747,0.0,0.0,11.762454931471373,0.10000000000000053,0.1665631715701782,13.328855773113652,0.794365058205356,0.18715724469270353,0.8161149918599481
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,5920,2019-11-06 10:41:53:263,0.1554,-0.0695,9.8058,-0.0009,0.0008,9.8066,-0.0003,0.0372,-0.0016,-15.56,-31.37,37.5,353.68,-88.72,-163.38,52.56183,-1.455243,5.92,0.0,-0.0016,0.1554,-0.0695,0.0,0.0,11.762454931471373,0.09999999999999964,0.19877725635611795,14.157018819278886,0.813639079376882,0.19201894031503772,0.8359903258584814
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6020,2019-11-06 10:41:53:363,-0.1907,0.1745,9.698,-0.0002,-0.0031,9.8066,0.0019,0.0183,-0.0014,-16.81,-31.62,37.13,352.48,-88.75,-162.71,52.56183,-1.455243,6.02,0.0,-0.0014,-0.1907,0.1745,0.0,0.0,11.762454931471373,0.09999999999999964,0.1260412881077355,12.546676531920461,0.8259422135080621,0.19475699685732475,0.8485934408652245
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6120,2019-11-06 10:41:53:463,-0.0866,-0.2099,9.795,0.0009,-0.0079,9.8066,-0.0003,-0.023,-0.002,-19.62,-32.12,37.81,352.48,-88.75,-162.71,52.56183,-1.455243,6.12,0.0,-0.002,-0.0866,-0.2099,0.0,0.0,11.762454931471373,0.10000000000000053,0.14071705116680913,14.42313280005708,0.8395704161248729,0.1982619901991125,0.8626623327755798
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6220,2019-11-06 10:41:53:563,0.014,0.0224,9.8465,-0.0013,-0.0007,9.8066,0.003,-0.0132,0.0056,-23.12,-30.81,67.88,343.5,-88.7,-163.13,52.56183,-1.455243,6.22,0.0,0.0056,0.014,0.0224,0.0,0.0,11.762454931471373,0.09999999999999964,0.09468325129969858,13.599432723019563,0.8487732809348247,0.2004883010616311,0.8721305184956241
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6320,2019-11-06 10:41:53:663,0.0021,0.1255,9.874,0.0005,-0.0011,9.8066,-0.0036,0.0043,0.0159,-13.81,-29.0,48.94,1.65,-88.69,-162.43,52.56183,-1.455243,6.32,0.0,0.0159,0.0021,0.1255,0.0,0.0,11.762454931471373,0.10000000000000053,0.09018966879596646,13.285399488030468,0.8575508773892072,0.20256087532068054,0.8811494853438202
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6420,2019-11-06 10:41:53:763,0.0613,-0.1693,9.8343,-0.0002,-0.0027,9.8066,0.0073,0.0168,-0.0008,-13.37,-29.62,42.63,1.65,-88.69,-162.43,52.56183,-1.455243,6.42,0.0,-0.0008,0.0613,-0.1693,0.0,0.0,11.762454931471373,0.09999999999999964,0.1906262911197099,14.23304600080283,0.8760283544106254,0.20724773691278295,0.9002095879220896
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6520,2019-11-06 10:41:53:863,-0.1794,0.0612,9.8355,-0.0012,0.0047,9.8066,0.0006,-0.0132,-0.0143,-14.19,-31.0,38.44,359.58,-88.67,-162.41,52.56183,-1.455243,6.52,0.0,-0.0143,-0.1794,0.0612,0.0,0.0,11.762454931471373,0.09999999999999964,0.21781200142854112,12.316805272370209,0.8973082177378143,0.2118940361325091,0.92198759219869
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6620,2019-11-06 10:41:53:963,-0.0367,-0.0374,9.8491,0.0022,-0.0011,9.8066,0.0053,-0.0247,-0.0082,-13.87,-31.12,38.56,358.19,-88.7,-162.03,52.56183,-1.455243,6.62,0.0,-0.0082,-0.0367,-0.0374,0.0,0.0,11.762454931471373,0.10000000000000053,0.1463994939209833,13.68009136046714,0.9115328516145916,0.21535639216198418,0.9366272018352101
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6720,2019-11-06 10:41:54:063,-0.0034,-0.22,9.8451,0.0019,-0.0005,9.8066,-0.0071,-0.0117,-0.003,-14.31,-30.19,38.88,357.71,-88.69,-162.5,52.56183,-1.455243,6.72,0.0,-0.003,-0.0034,-0.22,0.0,0.0,11.762454931471373,0.09999999999999964,0.2001766448946012,13.606702583076666,0.9309886900534144,0.220065664107308,0.9566445722034715
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6820,2019-11-06 10:41:54:163,-0.0554,0.1447,9.8886,-0.0015,0.0018,9.8066,-0.0047,0.0105,0.0025,-14.06,-30.81,38.94,357.71,-88.69,-162.5,52.56183,-1.455243,6.82,0.0,0.0025,-0.0554,0.1447,0.0,0.0,11.762454931471373,0.10000000000000053,0.1680818012523817,12.514090879956338,0.9473975540096854,0.22370765570354312,0.9734512009155414
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 26,6920,2019-11-06 10:41:54:263,0.1549,-0.0478,9.8602,0.0004,-0.0008,9.8066,-0.0037,0.0145,-0.001,-13.81,-30.87,39.19,358.08,-88.7,-162.14,52.56183,-1.455243,6.92,0.0,-0.001,0.1549,-0.0478,0.0,0.0,11.762454931471373,0.09999999999999964,0.11774401226974378,13.63096542983443,0.9588403148187883,0.22648249791877498,0.9852253910579655
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7020,2019-11-06 10:41:54:363,-0.0909,0.0816,9.8331,-0.0005,-0.0019,9.8066,0.0003,-0.0206,-0.0016,-14.12,-30.81,39.44,358.23,-88.69,-161.99,52.56183,-1.455243,7.02,0.0,-0.0016,-0.0909,0.0816,0.0,0.0,11.762454931471373,0.09999999999999964,0.1680697802754207,13.489099074975762,0.9751836608853495,0.23040289965417138,1.0020322692542405
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7120,2019-11-06 10:41:54:463,-0.04,-0.0191,9.9439,0.0008,0.0006,9.8066,0.0122,-0.0108,-0.0001,-14.69,-30.75,38.94,358.23,-88.69,-161.99,52.56183,-1.455243,7.12,0.0,-0.0001,-0.04,-0.0191,0.0,0.0,11.762454931471373,0.10000000000000053,0.22690182832329847,13.119464435719426,0.9972816052914631,0.23555316663646195,1.0247223499881237
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7219,2019-11-06 10:41:54:562,0.0541,-0.0883,9.8732,-0.0027,-0.0022,9.8066,-0.0035,0.0036,0.0053,-14.44,-30.37,38.69,358.01,-88.7,-162.21,52.56183,-1.455243,7.219,0.0,0.0053,0.0541,-0.0883,0.0,0.0,11.762454931471373,0.0990000000000002,0.14820869804450243,13.95270897565564,1.0115213506209826,0.2390910525721388,1.0393940418254042
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7320,2019-11-06 10:41:54:663,-0.0945,0.1603,9.8981,0.0009,-0.0053,9.8066,0.0191,0.0104,0.0006,-13.87,-30.62,38.75,358.72,-88.68,-161.51,52.56183,-1.455243,7.32,0.0,0.0006,-0.0945,0.1603,0.0,0.0,11.762454931471373,0.10099999999999998,0.22823218279070032,12.805051529585242,1.0339995073031936,0.24420004861496292,1.0624446549570463
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7420,2019-11-06 10:41:54:763,0.0715,-0.1306,9.8746,0.0053,-0.0132,9.8066,0.0073,-0.0145,0.008,-14.06,-30.31,39.44,357.51,-88.6,-162.7,52.56183,-1.455243,7.42,0.0,0.008,0.0715,-0.1306,0.0,0.0,11.762454931471373,0.09999999999999964,0.019012744795512765,13.478711928146067,1.0358484141986941,0.2446432054025267,1.0643459189321733
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7520,2019-11-06 10:41:54:863,-0.0845,0.1255,9.7613,-0.0004,0.0014,9.8066,0.0035,-0.0165,-0.0228,-14.69,-30.5,39.25,357.51,-88.6,-162.7,52.56183,-1.455243,7.52,0.0,-0.0228,-0.0845,0.1255,0.0,0.0,11.762454931471373,0.09999999999999964,0.19109512521876118,13.157115905507117,1.0544562932957033,0.24899295301989782,1.083455382156775
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7620,2019-11-06 10:41:54:963,-0.2015,0.2621,9.7737,-0.0002,-0.002,9.8066,-0.0131,-0.0003,0.014,-13.94,-30.56,38.94,357.58,-88.61,-162.63,52.56183,-1.455243,7.62,0.0,0.014,-0.2015,0.2621,0.0,0.0,11.762454931471373,0.10000000000000053,0.15435235341190856,12.770697473065239,1.0695097000018183,0.2524049079695182,1.0988900017586294
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7720,2019-11-06 10:41:55:063,-0.3148,0.5095,9.9035,-0.0028,0.0052,9.8066,-0.0197,-0.0137,0.0044,-14.19,-30.44,39.13,357.26,-88.61,-162.94,52.56183,-1.455243,7.72,0.0,0.0044,-0.3148,0.5095,0.0,0.0,11.762454931471373,0.09999999999999964,0.13504963247670662,13.66476267956639,1.0826323997740723,0.2555953284760064,1.112394662419469
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7820,2019-11-06 10:41:55:163,-0.2591,0.0483,10.0162,-0.0019,0.0074,9.8066,0.024,0.007,0.0015,-14.12,-30.31,39.19,357.26,-88.61,-162.94,52.56183,-1.455243,7.82,0.0,0.0015,-0.2591,0.0483,0.0,0.0,11.762454931471373,0.10000000000000053,0.1545880388267751,13.096266333592052,1.0976891315283104,0.2590981054263714,1.1278533848470338
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,7921,2019-11-06 10:41:55:264,-0.0932,-0.0436,10.114,-0.0001,0.0029,9.8066,-0.0054,0.0382,-0.0271,-14.19,-30.25,38.94,358.99,-88.65,-162.56,52.56183,-1.455243,7.921,0.0,-0.0271,-0.0932,-0.0436,0.0,0.0,11.762454931471373,0.10099999999999998,0.05062155426995535,12.084049764503735,1.1026886173136046,0.2601684466536443,1.1329650512646712
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8021,2019-11-06 10:41:55:364,-0.3505,0.1204,10.0678,-0.0026,-0.001,9.8066,-0.0303,0.0286,-0.0043,-14.31,-30.25,38.44,357.48,-88.66,-162.25,52.56183,-1.455243,8.021,0.0,-0.0043,-0.3505,0.1204,0.0,0.0,11.762454931471373,0.10000000000000053,0.1390164056081244,11.821602047696985,1.1162954071182316,0.2630164075899509,1.1468622701156324
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8120,2019-11-06 10:41:55:463,-0.0574,0.3416,9.9347,-0.0038,0.0006,9.8066,0.0013,-0.0422,0.024,-13.19,-31.19,39.19,0.27,-88.66,-161.3,52.56183,-1.455243,8.12,0.0,0.024,-0.0574,0.3416,0.0,0.0,11.762454931471373,0.09899999999999842,0.1678556285755873,13.893700905937933,1.132426928198483,0.2670066733938291,1.1634789690174425
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8221,2019-11-06 10:41:55:564,0.2541,0.0865,9.8628,0.001,0.0026,9.8066,0.0077,0.019,0.0053,-13.94,-31.25,39.38,0.27,-88.66,-161.3,52.56183,-1.455243,8.221,0.0,0.0053,0.2541,0.0865,0.0,0.0,11.762454931471373,0.10100000000000087,0.2238947022370758,12.285974845689909,1.1545223948721652,0.27181859876171977,1.1860890821916137
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8320,2019-11-06 10:41:55:663,-0.2175,0.4521,9.8487,0.0013,0.0003,9.8066,-0.0036,0.0251,-0.017,-14.0,-30.37,39.13,358.67,-88.68,-161.56,52.56183,-1.455243,8.32,0.0,-0.017,-0.2175,0.4521,0.0,0.0,11.762454931471373,0.0990000000000002,0.12408648908631763,13.485962526191859,1.166468236100725,0.2746834462588388,1.1983735400452438
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8420,2019-11-06 10:41:55:763,-0.1629,-0.1916,9.8921,0.003,-0.0008,9.8066,-0.002,0.0324,-0.0161,-13.44,-31.06,38.75,359.25,-88.67,-162.3,52.56183,-1.455243,8.42,0.0,-0.0161,-0.1629,-0.1916,0.0,0.0,11.762454931471373,0.09999999999999964,0.10957531985534061,13.306416446373893,1.177131592362853,0.2772054177973258,1.209331066910503
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8520,2019-11-06 10:41:55:863,-0.1567,0.0338,9.901,-0.0021,-0.0038,9.8066,-0.0049,-0.0271,-0.0042,-13.56,-30.62,38.5,359.25,-88.67,-162.3,52.56183,-1.455243,8.52,0.0,-0.0042,-0.1567,0.0338,0.0,0.0,11.762454931471373,0.09999999999999964,0.12491214782077317,12.967629509894653,1.1893042436973025,0.28000845297760996,1.2218221301872572
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8620,2019-11-06 10:41:55:963,0.0231,0.1888,9.8239,-0.0015,-0.0054,9.8066,0.0214,-0.0017,0.0174,-13.75,-31.12,39.25,357.98,-88.65,-161.76,52.56183,-1.455243,8.62,0.0,0.0174,0.0231,0.1888,0.0,0.0,11.762454931471373,0.09999999999999964,0.1957701058851037,14.827789697243645,1.208229327659232,0.285018496951126,1.241391820425831
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8720,2019-11-06 10:41:56:063,0.2075,-0.252,9.8478,0.0019,-0.0013,9.8066,0.0062,0.0185,0.0017,-13.44,-31.12,39.69,0.66,-88.62,-161.34,52.56183,-1.455243,8.72,0.0,0.0017,0.2075,-0.252,0.0,0.0,11.762454931471373,0.10000000000000142,0.16643755548298422,13.406194146239729,1.2244195544945067,0.2888774027252896,1.2580355317851064
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8819,2019-11-06 10:41:56:162,-0.1715,0.2943,9.8321,0.0027,-0.007,9.8066,-0.003,0.0187,-0.0111,-13.5,-30.81,39.13,359.56,-88.58,-162.0,52.56183,-1.455243,8.819,0.0,-0.0111,-0.1715,0.2943,0.0,0.0,11.762454931471373,0.0990000000000002,0.12351198981164806,13.866961717617025,1.2362908636179735,0.2918079912077623,1.2702625725408052
52.56183,-1.455243,158.52,0.0,6,129.42,26 / 27,8920,2019-11-06 10:41:56:263,-0.165,0.0357,9.9772,-0.0045,0.0056,9.8066,-0.0021,-0.0031,-0.0079,-13.81,-31.0,39.31,359.56,-88.58,-162.0,52.56183,-1.455243,8.92,0.0,-0.0079,-0.165,0.0357,0.0,0.0,11.762454931471373,0.10099999999999909,0.1756633716556678,13.49030790374322,1.2535433516418573,0.295946860624468,1.2880044560322683
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9020,2019-11-06 10:41:56:363,-0.2189,0.307,9.7656,-0.002,0.0033,9.8066,-0.002,-0.012,0.0173,-13.5,-30.94,40.56,1.51,-88.61,-160.93,52.56183,-1.455243,9.02,0.0,0.0173,-0.2189,0.307,0.0,0.0,11.762454931471373,0.09999999999999964,0.154853877467402,13.077223392977388,1.2686271411923287,0.29945064807007343,1.3034897444933764
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9120,2019-11-06 10:41:56:463,-0.2215,0.5803,9.6886,-0.0036,-0.0002,9.8066,0.0135,0.0015,0.0062,-13.19,-31.62,39.63,1.97,-88.61,-160.06,52.56183,-1.455243,9.12,0.0,0.0062,-0.2215,0.5803,0.0,0.0,11.762454931471373,0.09999999999999964,0.19843224952664446,13.24718393128262,1.2879423482952737,0.30399777365580216,1.3233329660066768
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9220,2019-11-06 10:41:56:563,0.0747,0.0757,9.7515,0.0003,-0.0031,9.8066,-0.0084,0.0053,0.004,-13.25,-31.19,38.75,1.97,-88.61,-160.06,52.56183,-1.455243,9.22,0.0,0.004,0.0747,0.0757,0.0,0.0,11.762454931471373,0.10000000000000142,0.11489734530613238,14.42928914399976,1.299069649563267,0.30686084300097777,1.3348204116598232
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9320,2019-11-06 10:41:56:663,-0.3672,0.4821,9.83,-0.0021,0.0008,9.8066,0.0033,0.0279,-0.0032,-12.94,-31.31,38.75,1.45,-88.59,-160.15,52.56183,-1.455243,9.32,0.0,-0.0032,-0.3672,0.4821,0.0,0.0,11.762454931471373,0.09999999999999964,0.1336168926701116,14.132939165551717,1.312026904567315,0.31012340071360694,1.3481806711189204
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9420,2019-11-06 10:41:56:763,0.0077,-0.3198,10.0104,0.0017,-0.0033,9.8066,-0.0015,-0.0161,0.0058,-12.62,-31.62,38.5,1.98,-88.59,-159.62,52.56183,-1.455243,9.42,0.0,0.0058,0.0077,-0.3198,0.0,0.0,11.762454931471373,0.09999999999999964,0.13039459234339212,14.824044076822254,1.3246323598239447,0.31345956541234415,1.3612155552451082
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9520,2019-11-06 10:41:56:863,-0.0379,-0.0952,9.9577,0.0029,-0.0069,9.8066,0.0197,-0.0117,0.0019,-13.31,-31.5,38.0,1.98,-88.59,-159.62,52.56183,-1.455243,9.52,0.0,0.0019,-0.0379,-0.0952,0.0,0.0,11.762454931471373,0.09999999999999964,0.07682425259339407,13.43976860584968,1.332104400248672,0.31524513808142757,1.3688979619554746
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9620,2019-11-06 10:41:56:963,-0.0308,-0.0349,9.8024,0.0028,-0.0032,9.8066,0.0109,0.003,-0.007,-12.56,-31.62,38.75,1.23,-88.55,-160.36,52.56183,-1.455243,9.62,0.0,-0.007,-0.0308,-0.0349,0.0,0.0,11.762454931471373,0.09999999999999964,0.1648060138532288,12.560905278910774,1.3481905447152036,0.31882929463824483,1.3853771558600922
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9720,2019-11-06 10:41:57:063,-0.0326,-0.2936,9.7978,-0.0003,-0.0037,9.8066,0.0082,-0.0032,0.0034,-12.25,-31.75,38.56,2.14,-88.5,-160.8,52.56183,-1.455243,9.72,0.0,0.0034,-0.0326,-0.2936,0.0,0.0,11.762454931471373,0.10000000000000142,0.16305276360899446,12.910041375983523,1.3640836571726926,0.3224722348819108,1.4016820488382387
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9820,2019-11-06 10:41:57:163,-0.0025,-0.1656,9.836,-0.0012,-0.0013,9.8066,-0.0024,-0.0111,0.0028,-12.25,-31.5,39.06,2.03,-88.46,-160.9,52.56183,-1.455243,9.82,0.0,0.0028,-0.0025,-0.1656,0.0,0.0,11.762454931471373,0.09999999999999964,0.15025567283212304,12.3122323780325,1.3787636374780365,0.3256762714636392,1.4167054040364655
52.56183,-1.455243,158.52,0.0,6,129.42,25 / 25,9920,2019-11-06 10:41:57:263,0.0954,-0.0441,9.9266,-0.0032,-0.0026,9.8066,0.0114,-0.0004,-0.0014,-12.12,-31.37,38.63,2.03,-88.46,-160.9,52.56183,-1.455243,9.92,0.0,-0.0014,0.0954,-0.0441,0.0,0.0,11.762454931471373,0.09999999999999964,0.13827064333124264,13.876090234571596,1.3921871816869948,0.32899231865004913,1.4305317523859136
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10020,2019-11-06 10:41:57:363,0.1389,-0.2927,9.9965,0.0009,0.0013,9.8066,0.002,0.0129,-0.0176,-12.37,-31.25,38.31,2.62,-88.45,-160.34,52.56183,-1.455243,10.02,0.0,-0.0176,0.1389,-0.2927,0.0,0.0,11.762454931471373,0.09999999999999964,0.07923146289747927,12.793721878609574,1.399913624970877,0.3307468332010569,1.4384545961036201
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10120,2019-11-06 10:41:57:463,-0.0401,-0.0868,9.9507,0.0014,0.0009,9.8066,0.0005,0.0069,0.0145,-12.0,-31.44,38.44,1.48,-88.47,-161.02,52.56183,-1.455243,10.12,0.0,0.0145,-0.0401,-0.0868,0.0,0.0,11.762454931471373,0.09999999999999964,0.12896773386173205,10.818200574415764,1.4125811927429055,0.3331674716530716,1.4513394469450176
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10220,2019-11-06 10:41:57:563,-0.0066,0.0094,9.7122,-0.0002,0.0002,9.8066,-0.0092,-0.0123,-0.003,-11.81,-31.56,38.63,1.48,-88.47,-161.02,52.56183,-1.455243,10.22,0.0,-0.003,-0.0066,0.0094,0.0,0.0,11.762454931471373,0.10000000000000142,0.13286427417366153,15.233475490135318,1.4254007768703485,0.33665851967857274,1.46461815282167
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10320,2019-11-06 10:41:57:663,0.0531,-0.192,9.8607,-0.0024,-0.0019,9.8066,0.0126,-0.021,0.0016,-11.69,-31.12,38.0,1.95,-88.48,-160.99,52.56183,-1.455243,10.32,0.0,0.0016,0.0531,-0.192,0.0,0.0,11.762454931471373,0.09999999999999964,0.10988613653891904,12.80597402068072,1.4361160624838958,0.3390941477812614,1.4756063790807321
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10420,2019-11-06 10:41:57:763,-0.0105,-0.0227,9.8691,-0.0006,-0.0014,9.8066,0.0043,0.0025,0.0024,-11.87,-31.19,37.63,2.1,-88.48,-160.42,52.56183,-1.455243,10.42,0.0,0.0024,-0.0105,-0.0227,0.0,0.0,11.762454931471373,0.09999999999999964,0.14193571441669953,12.801182191082725,1.4499568496253874,0.3422389977894032,1.4897994487123
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10520,2019-11-06 10:41:57:863,0.097,-0.5224,9.9932,0.0004,-0.0022,9.8066,-0.0162,0.0005,-0.0046,-12.06,-31.12,38.06,2.0,-88.47,-160.52,52.56183,-1.455243,10.52,0.0,-0.0046,0.097,-0.5224,0.0,0.0,11.762454931471373,0.09999999999999964,0.17020254284072692,14.599744285599666,1.4664275249276453,0.34652920885438376,1.506815243636281
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10620,2019-11-06 10:41:57:963,-0.1222,-0.0606,9.8962,0.0023,0.0011,9.8066,-0.0113,0.001,0.0165,-11.81,-31.31,38.19,2.0,-88.47,-160.52,52.56183,-1.455243,10.62,0.0,0.0165,-0.1222,-0.0606,0.0,0.0,11.762454931471373,0.09999999999999964,0.2443092950605265,12.29585377083336,1.4902980330460356,0.35173201182005265,1.531242513594716
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10719,2019-11-06 10:41:58:062,-0.0617,-0.2505,9.8637,-0.0008,-0.0002,9.8066,0.0116,-0.0255,0.0003,-11.81,-31.19,37.25,1.5,-88.47,-161.0,52.56183,-1.455243,10.719,0.0,0.0003,-0.0617,-0.2505,0.0,0.0,11.762454931471373,0.0990000000000002,0.15872889064159193,14.171739640697906,1.5055339520277375,0.35557929693321744,1.546954788323104
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10820,2019-11-06 10:41:58:163,0.0954,-0.2707,9.7816,0.0005,0.0013,9.8066,-0.0006,0.0051,-0.0106,-11.31,-31.69,38.0,2.81,-88.48,-161.11,52.56183,-1.455243,10.82,0.0,-0.0106,0.0954,-0.2707,0.0,0.0,11.762454931471373,0.10100000000000087,0.16287751953613822,12.792500976732155,1.521576249615495,0.3592218095507254,1.5634048074158058
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 28,10920,2019-11-06 10:41:58:263,-0.0318,-0.0491,9.7862,0.0003,0.0007,9.8066,-0.0199,-0.0031,-0.0066,-11.12,-31.62,38.31,2.81,-88.48,-161.11,52.56183,-1.455243,10.92,0.0,-0.0066,-0.0318,-0.0491,0.0,0.0,11.762454931471373,0.09999999999999964,0.14627770421169164,12.203418575793886,1.535873480459337,0.36231387321312325,1.5780300031054455
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11020,2019-11-06 10:41:58:363,0.0042,0.1585,9.7419,0.0022,0.0023,9.8066,0.009,-0.0066,0.004,-11.37,-31.5,38.38,2.74,-88.49,-161.17,52.56183,-1.455243,11.02,0.0,0.004,0.0042,0.1585,0.0,0.0,11.762454931471373,0.09999999999999964,0.054061439235047914,14.627029140573882,1.541104412067677,0.3636790642732014,1.583434643641818
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11120,2019-11-06 10:41:58:463,0.0619,-0.3315,9.8995,-0.0016,0.0027,9.8066,-0.0072,-0.0102,-0.006,-11.0,-31.62,37.63,2.25,-88.5,-161.65,52.56183,-1.455243,11.12,0.0,-0.006,0.0619,-0.3315,0.0,0.0,11.762454931471373,0.09999999999999964,0.14867430622753916,14.000932489121395,1.5555301579224898,0.3672760560517227,1.5983009020692174
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11220,2019-11-06 10:41:58:563,0.0568,-0.4766,9.7968,0.002,0.0022,9.8066,0.0055,-0.0051,-0.0005,-11.25,-31.44,38.06,1.82,-88.51,-162.07,52.56183,-1.455243,11.22,0.0,-0.0005,0.0568,-0.4766,0.0,0.0,11.762454931471373,0.10000000000000142,0.1530115104970513,13.998455719083408,1.5703768991584142,0.37097733935882093,1.6136008774564254
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11320,2019-11-06 10:41:58:663,0.1122,-0.7056,9.7398,-0.0003,-0.0114,9.8066,-0.007,-0.0186,-0.0027,-10.87,-31.69,37.88,1.82,-88.51,-162.07,52.56183,-1.455243,11.32,0.0,-0.0027,0.1122,-0.7056,0.0,0.0,11.762454931471373,0.09999999999999964,0.2731621056242643,13.556579368902392,1.5969320505904685,0.37738040830359076,1.6409168006862698
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11420,2019-11-06 10:41:58:763,0.1317,-0.8021,9.8073,-0.0016,-0.0014,9.8066,-0.0017,-0.0072,0.0167,-11.44,-31.5,37.81,1.82,-88.45,-162.08,52.56183,-1.455243,11.42,0.0,0.0167,0.1317,-0.8021,0.0,0.0,11.762454931471373,0.09999999999999964,0.14038195176094387,13.741736237933518,1.610568421256443,0.3807151225135748,1.6549545746210068
52.56183,-1.455243,158.52,0.0,6,129.42,27 / 27,11520,2019-11-06 10:41:58:863,0.2441,-0.7635,9.8996,0.0018,0.0018,9.8066,0.002,-0.0029,-0.0049,-10.62,-31.37,37.63,2.2,-88.45,-161.7,52.56183,-1.455243,11.52,0.0,-0.0049,0.2441,-0.7635,0.0,0.0,11.762454931471373,0.09999999999999964,0.1650773671166806,12.276728511672939,1.626698659360869,0.38422522080796445,1.6714597059670262
